,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63
hidden_0_n113,0.9128149,0.6437965,0.44750446,0.31546775,1.3575777,1.1176459,1.3683126,0.21364154,0.9658496,1.3643126,4.146234,1.4009116,0.47360158,1.1977754,1.1985776,0.37473193,1.9382268,1.7512882,0.23952676,0.8293367,0.08701195,0.70179784,3.2901938,0.5902464,0.75171834,1.6780561,1.0356722,1.076566,1.1758133,0.13415399,0.64836955,3.3902676,0.4532225,0.25908577,1.2425297,0.3010786,0.2176559,0.6249589,0.2857282,0.09485376,0.7784152,0.32411984,0.5717124,1.6446389,1.1841791,0.062395193,0.99994653,0.3892475,2.1021705,0.81746125,0.5633532,0.56382924,1.3337388,2.3239365,0.8386168,1.6723635,2.255693,0.35546923,0.59162027,1.4126348,0.80993277,1.5593367,2.2744617,1.6000708,0.16675688,0.032676004,1.0030369,0.10178847,1.9697849,0.66167015,0.23384102,0.9908537,1.0193213,5.5968204,0.14021814,1.7551681,0.52129114,1.3228397,0.3797456,0.62658936,0.48481938,1.1550204,2.0330918,1.2785482,1.0198469,1.9057927,0.27411345,0.95942926,0.7173046,0.48844633,0.66512877,0.887136,0.4913255,0.12875843,0.82938766,2.9681468,0.47860092,1.9449015,2.803095,5.0486465,1.6597302,3.4177155,0.6594012,1.7640188,0.9677584,1.6809212,0.5661218,0.69401485,0.8571583,0.49437687,0.3684056,1.0173148,1.5548117,0.0,0.2817523,1.3241694,0.2874378,1.0181123,0.3993771,1.1804395,0.49696124,1.0119123,0.7494879,0.1155757,0.24846613,1.3491504,1.3200471,3.2786334,1.0284859,0.85933775,0.6642869,1.5498762,1.6371505,1.4970361,3.4576468,0.6242732,1.0916734,1.4023937,0.32779023,2.6043684,1.2037988,0.18395813,0.707959,0.20500202,0.37417838,0.46539205,0.37476838,0.8239181,0.22921996,1.9093183,0.29854465,1.9495678,0.6901919,0.426003,0.75820935,0.30511755,1.1556629,1.9753859,0.7196328,0.8470365,0.9601699,0.4975619,1.7626206,0.33015457,0.56542766,1.4665205,1.6554829,3.2401161,1.4344769,0.50169194,1.3046598,0.7078512,0.85210246,0.78998953,1.5493013,0.6474287,1.5219374,0.97876066,2.928195,2.0909576,2.0781121,2.6167583,2.4493954,0.8097161,1.1013948,2.446122,1.8213311,0.8245189,1.9106464,2.5162373,2.1277297,0.6800941
hidden_0_n114,0.54143244,1.6633346,1.5572534,0.85477054,2.7858472,0.47533104,0.042639747,0.17926493,0.72815406,0.26970738,3.5455985,0.6390884,0.5994018,0.59532714,0.80513734,0.7632987,0.58163846,0.32006088,0.018362569,0.7046555,1.0118281,1.5467267,0.87076104,0.5818631,0.5141511,0.7435488,0.32426408,0.5264886,0.26990098,0.6737331,0.45146585,0.55068946,0.47539166,0.96023893,0.15619062,0.12878282,0.3506651,0.30854037,2.9626527,1.0393796,1.1272324,0.32864076,0.40736896,2.5879343,1.381615,0.86798966,0.30367765,0.18567725,0.7698771,0.65950555,1.0687048,0.18970208,0.4506483,1.2649763,0.7328628,0.43465668,1.513924,2.7636347,2.2562525,1.2636087,0.8703012,3.82104,0.017043319,0.98428744,1.5542814,0.29956138,0.7371402,0.5355076,0.5238887,0.10518426,1.3159137,0.36420214,0.42425022,1.4874494,0.18177219,1.9589429,0.20833743,0.5315426,0.8877793,1.1515806,0.8170265,0.49860802,0.6630459,0.9369971,0.48265305,1.5228763,1.1139634,0.56712955,0.9136498,0.40196055,0.25721118,1.2739382,0.15962276,0.22655456,0.645913,1.9296327,2.0928872,1.8740209,2.3867893,0.0786006,0.15846142,3.3599648,0.40821463,1.2539376,0.28767666,0.9691052,0.7211494,0.038593493,0.8666464,1.5334098,0.5251496,0.83181494,1.8653914,0.94951004,0.0,0.37586364,1.3920844,0.3308841,0.21317905,0.37644556,1.9042993,2.8353524,0.33872288,0.34831876,0.08119422,0.008797224,0.39888138,2.6798415,0.5252523,0.7583483,1.2067773,1.0747669,1.0058914,0.36158535,0.86270964,0.93267083,1.2271764,0.89381206,0.9454621,1.8153489,1.5680486,0.1321142,0.4764587,1.089772,0.5846786,1.7709732,0.96977794,1.3603513,1.0141373,1.5606837,0.42001897,1.3931615,0.58877,0.2831919,0.30586812,0.5182843,1.6757023,0.39348608,2.2288485,1.534599,0.7982591,0.51058984,0.6042334,0.25694385,0.2555839,0.31109253,2.0979931,2.899074,1.095841,1.2217242,0.9350258,0.64678824,0.9388132,1.2014982,0.887784,0.17784843,1.9838859,0.64799273,2.2867136,0.9065236,1.355673,2.2700987,1.8227803,0.85982984,1.3437194,0.29743108,1.2690116,0.74711,0.4652082,0.65482813,0.8984794,2.2803931
hidden_0_n115,0.68608594,0.36371934,0.32791063,2.3359938,1.3445318,0.305198,0.37062055,0.38884255,0.6048081,0.5102019,1.1847074,0.65346414,0.10420317,0.41343322,0.719082,0.382394,0.5916617,0.9363058,0.41405565,3.2783988,0.6468324,1.6318612,0.34936067,1.6080368,1.5286382,0.3450613,0.47736663,1.2040104,0.4468318,0.17917612,0.5275992,0.78373474,1.8433193,0.99679226,0.5582805,0.7058003,0.7145632,0.98496324,3.0982747,0.15177228,0.3952198,0.75897354,0.82522035,0.8325253,0.8155225,0.3202954,0.22119428,0.73155296,1.2777538,1.675679,0.91416204,0.8189379,0.43097702,0.58858216,2.9977338,2.2251608,0.503953,0.7054278,0.5061672,2.062745,1.3576058,2.722675,2.0099273,1.9009503,0.5985301,0.44276223,0.33165574,0.8495978,1.2560024,2.0743253,0.27700442,0.90974736,0.77408195,1.0426221,0.36408696,0.42335263,0.42807928,1.4324011,0.21212496,0.13590363,1.15689,0.35813698,1.2153316,2.0394986,0.40392777,0.205847,1.7233784,2.6008756,0.3939049,1.1576272,0.8466958,0.06596547,0.8793365,0.8000731,0.4079258,0.83784336,1.3409894,0.14065719,1.2956743,0.08380497,0.64259446,3.0176961,0.40133986,1.7903534,0.036504928,1.6630359,0.7018487,0.58626616,0.7706997,0.98263633,0.81465983,0.416038,3.1862385,1.6749067,0.6255832,0.0,0.99072653,1.8355646,0.4116943,1.7428136,2.28774,2.827092,1.2618729,1.2572181,1.4141855,0.97063863,0.5784095,1.0508873,1.4395132,0.21447213,1.3281075,0.6671741,0.04180378,1.2249956,1.7392604,1.0053207,0.7671718,1.4037623,1.2765374,1.1630151,1.4365494,0.45664954,0.70243293,0.4701313,0.72426975,2.2797105,0.94833505,2.636037,0.046200458,1.8664308,0.107981786,1.3891902,1.6433359,0.7269236,3.0230908,2.31466,1.5741912,0.7795677,0.4269026,0.82517517,1.9739113,0.67115265,0.41567382,0.38659555,0.5074011,1.1643794,1.5408171,1.4639068,2.5066247,0.22349195,1.891199,0.61385345,0.90580446,0.38757426,0.65386665,0.08452525,0.7383349,2.501665,0.77853,0.9250827,2.6052847,2.63158,1.742063,1.1601864,0.7652904,0.146214,0.30397892,0.19960895,1.4823598,0.32269907,0.9941696,0.63991773
hidden_0_n116,0.30742848,1.2303978,1.015548,2.1253924,3.8888106,1.6549385,0.2482969,0.37145248,1.1570675,0.1146113,3.6275895,0.6128872,0.23518287,2.0899334,1.8618374,2.1399717,1.4649684,0.76140046,1.7474246,1.0017323,0.021463672,1.40906,0.7363555,0.4642819,0.8518605,0.084820375,0.32210413,0.8608137,0.57509655,0.687649,0.04999557,0.99343425,0.8483005,0.028142458,1.0904357,0.41273844,1.109589,1.3711734,1.7430046,1.4339334,0.35155076,0.2157196,0.28483558,0.29651204,1.9935603,0.5080393,0.2711983,1.6454835,0.5968797,0.2544132,0.7981914,0.42869118,0.21241316,1.0144148,0.6115722,0.4699372,1.7498006,4.256463,1.154141,1.5401407,1.1817268,1.1409416,1.2098285,1.2339994,2.160729,0.084309526,0.5644981,0.97037786,1.9661127,1.3074183,1.2583735,2.0827425,0.90312165,0.4661826,0.89762586,1.5614368,0.46846914,1.1414237,0.32310355,0.54351526,0.36303055,0.64983433,0.50009936,1.4655075,0.82468885,1.7629694,1.1619699,1.4006166,0.40233055,1.1596369,1.4437279,0.32328895,2.3873396,0.45722046,1.2406274,1.601579,4.857619,2.0985255,0.94420534,2.117312,0.4855418,1.2352118,0.65207213,1.1724122,0.8555456,1.421504,0.14553717,1.297139,0.22963977,1.9971786,1.8866426,2.5974815,1.6032492,0.38338134,0.21640383,0.38827676,0.0,1.7075404,1.6410317,1.7080467,0.5264494,1.7354063,1.1837509,1.0206187,0.12719159,1.6948004,0.7252161,3.5242214,0.6651551,1.1821132,2.105149,0.31283313,2.086825,1.164341,1.1823196,0.48071238,2.7763164,0.36262122,0.64934087,0.6195238,1.212968,0.13174099,0.8017543,2.3293583,0.16409042,1.4923214,1.1725141,0.27829516,0.82047427,0.61484885,0.6788652,0.7098759,0.176454,1.1550604,1.0314679,0.5100699,0.11276961,0.5079733,2.6582735,0.9769793,0.26321858,1.4381276,0.2575584,0.22137183,2.3589525,0.58341944,2.7790177,0.21556967,0.05588178,2.7219594,1.3234044,1.1078451,3.9749565,0.45648205,1.1979626,1.892301,0.018948128,0.6259272,0.11264807,1.8405625,0.49000755,0.13423875,1.860126,0.5198595,2.6392853,1.6132255,1.6287621,1.4857283,0.785936,0.10975575,0.62893814,0.26944932
hidden_0_n117,0.9662696,0.8477402,1.0020672,1.4950225,1.2447433,1.2495682,1.0313499,0.75048274,1.6154611,0.15636368,1.7233075,0.6343933,0.78121245,1.4853067,0.39678818,0.74561,0.56019604,0.68971246,2.5396712,0.6966984,0.99610233,0.7582828,1.4548894,0.6149443,0.36259297,0.12349522,0.29710242,0.58391684,0.2945642,2.371565,0.04334878,0.8110165,0.29214033,1.7477934,0.27649426,2.40466,0.8169155,0.51779723,1.3264832,1.1268191,0.48568228,1.1783518,0.5482647,0.8209659,0.6717046,2.0242362,1.2888728,0.76343066,1.2692871,0.6984603,0.33922565,1.2334768,1.149262,1.448736,1.1515634,0.9272705,0.9294301,0.23931149,0.115789495,0.5429985,2.1192122,1.0373157,0.21179442,0.26518464,1.2208658,1.3595619,1.014425,0.67207944,0.97013855,0.06028736,1.5994276,2.9339035,2.626228,1.0667931,3.4739008,0.14056651,1.7951713,0.6825026,2.3657205,1.235219,0.5448544,1.0856589,0.32429397,0.2884654,0.23045269,0.15344034,1.4162685,1.452419,1.6079687,0.7747104,1.0155314,0.80786204,0.55187476,0.8801566,0.24494527,0.69769883,2.7890675,0.82039154,1.4738073,2.0781665,1.1312908,0.11744867,1.4064863,0.9630629,0.7446262,0.046930846,0.61110485,2.190589,0.56556255,0.64520234,3.5738058,1.9213474,2.9947228,0.24661769,1.4911579,0.23131868,1.0007697,0.0,0.2833793,0.5080755,0.3095874,0.19679278,0.9455768,0.11457602,2.2108746,0.80681646,0.2338251,1.0247315,1.0955582,0.7231791,0.7328246,0.624838,0.8036854,1.8372761,1.087751,0.47142613,0.54150146,1.3014525,0.96797884,0.953355,1.5615419,0.17318994,1.5156296,0.5568786,2.3066776,0.66851205,0.51286787,1.3393722,1.2890517,1.4017547,1.8686507,0.7230826,1.9704044,1.2998298,0.18307449,1.7931356,0.43053982,0.84080577,0.39265355,0.16364217,1.7200001,0.70840913,3.0480204,2.1698925,1.0754853,0.9924257,0.34788162,0.55615604,1.0977527,1.4439439,1.1741254,0.30112383,0.49030682,0.33521888,0.89165515,1.7384769,0.18472745,1.5822827,0.6002462,0.25029927,1.0698004,0.87016445,1.4972992,0.39849326,0.4853104,0.78178424,1.57974,0.44874874,1.4958768,1.5361624,0.51417637,0.47372225
hidden_0_n118,0.79652953,0.67716056,0.652343,0.51303715,1.7595394,0.084358774,0.68053627,0.654834,0.5751796,1.3401523,0.54365194,0.15846482,1.723715,3.0313053,0.797413,0.27570865,1.127588,1.5370454,0.10136645,0.039710745,1.5047879,1.3140966,0.045229666,2.7479928,0.4481036,1.4376068,0.5977356,2.0745945,0.25352755,1.8949169,1.261738,0.12258406,0.7235325,0.4831382,0.3709653,1.0927727,0.64985675,0.39627057,1.5117037,1.316471,0.55887,0.057082277,0.07170139,1.5524517,0.45670176,0.38766646,0.32921705,0.38638505,1.5952156,0.65610063,0.087993145,0.9444453,1.7033823,1.3380512,0.23937836,0.21331011,0.40249154,1.5683286,0.8856982,1.8982712,0.18177862,1.4910191,0.29645762,0.6407215,0.40937456,0.29351658,0.45664555,1.5249164,0.27962834,0.2800855,1.590939,1.421739,0.22142486,2.2420585,1.4296963,0.8726574,0.29938516,1.8403542,1.0754328,2.0556276,0.21174179,0.92672753,0.002346326,0.09871102,0.058565315,0.81674707,1.1281954,0.4298967,0.1796302,1.7487423,0.62988317,1.4177636,3.9810586,1.6139896,0.25409153,0.5538184,1.4741437,1.5411918,0.76921916,0.7212935,0.2920827,1.5714984,0.71106744,0.33097446,0.98425,0.45637187,0.40717122,0.34362048,0.5124911,1.1437482,2.6458566,0.80283916,0.05568127,1.172463,1.3701129,0.685505,1.0105907,1.4651875,0.0,0.3959147,0.5165676,1.1472372,0.61622864,0.22078824,0.63632905,0.15768673,0.9897679,2.016112,0.5384834,0.46688133,0.7687836,0.91999966,0.6077157,0.46175706,1.1525295,0.9084433,1.3611813,1.9674006,1.3189887,1.6939156,0.63962704,0.68258923,0.4975209,1.1005305,2.200439,0.5657429,1.5662932,0.31824532,2.3671784,0.6887659,1.3520024,0.32382056,1.4014074,0.09327121,0.41237682,0.6746364,1.0979251,0.30027598,0.68694824,0.74108464,3.8959115,0.921805,0.16494784,0.15261595,0.1932857,0.5557351,1.7288133,0.91756475,2.0427103,0.98563135,0.92094547,1.0404459,0.2104292,3.4899068,1.1146789,0.46249864,1.089508,0.60720164,0.77868193,0.71486366,0.72582316,1.1469103,1.3431743,4.3845572,1.2082617,0.51528615,0.81460845,0.2861676,0.15662335,0.7988585,0.5234917,0.6593794
hidden_0_n119,0.31600696,2.3958852,0.6356121,0.83512664,1.1657277,0.82601947,0.14582683,0.34039474,0.05626336,0.16074657,1.3672081,0.2629063,0.31106955,1.2254294,2.0505238,0.26265532,0.35726807,1.5950708,1.054317,0.18763395,0.9299081,1.0823233,3.4552195,0.60927427,0.22360589,0.4284405,0.33660108,0.6714524,0.24182734,1.1893796,0.5571376,1.114334,0.20887929,0.95101094,1.4209837,0.90049595,0.8566928,0.21514304,1.0082185,0.56583285,0.8083163,0.06887685,0.33618158,0.73776054,0.47556722,1.1288813,1.058001,0.1550691,1.9977809,0.73475623,0.582016,0.29383045,1.2594458,0.16997418,1.9367026,1.1440609,0.8099513,1.7515814,1.9723086,2.239791,0.9540287,1.4577448,0.20693539,2.580574,2.704994,1.2349389,0.8541942,0.2717573,0.6014417,1.5157626,1.5944145,0.6868889,0.23922351,1.0542091,1.461726,0.87502444,0.62951297,0.72938997,1.099887,0.37678134,0.31568977,0.3207469,0.4590475,0.23788434,0.17554177,2.7167017,0.7421819,0.8824186,0.4302274,0.8715077,0.8709369,0.2943506,0.9578864,0.7111434,1.1386373,2.6206186,0.8044581,1.2926067,1.1495985,0.38410562,0.08437735,1.1400658,0.9631339,0.5663497,0.5878815,0.57662815,1.5442878,2.2625945,0.81451845,1.2002357,0.7119386,1.3097891,1.7348919,0.9290613,1.2657882,0.14448358,0.58431673,0.29762122,0.7796443,0.0,2.3716187,2.7954383,0.4941721,0.08041411,0.3793498,0.8826184,0.6666223,2.2534864,0.7805032,0.3450644,0.53067046,0.23972958,0.7550759,1.8734673,0.43601957,0.15616748,2.871509,0.5791786,4.0781193,0.8011191,1.890006,0.033642955,1.804089,0.87498105,2.0264797,0.3746892,0.6938677,0.9617305,2.9380755,1.035778,0.6358211,3.4921398,0.49926496,0.8342649,0.07152012,0.2914366,0.159249,0.9877597,0.20333405,1.3355873,0.9491509,0.40399474,0.6481323,0.30443767,2.2568276,0.5912368,2.1674228,1.4217051,0.094106875,2.4497936,1.8139148,0.081135206,0.45378548,0.526673,0.97773004,0.8390589,1.5813577,0.39301437,1.4300451,2.3460777,0.35332045,0.30182624,1.3858871,0.8275378,3.2829382,0.34583157,1.3776616,0.6647739,0.08074889,0.30970004,0.8581234,1.219735
hidden_0_n120,0.29048556,1.0268915,1.362988,1.4928398,0.6776487,0.89932096,0.040061202,0.7630624,0.9604481,0.057971,0.21748595,1.1556909,0.17632763,0.8616438,1.4028494,0.3564338,0.5121941,0.945203,0.22189385,1.866508,0.18904164,0.5569707,0.4516234,0.5048167,0.36190513,0.71478945,0.101330526,1.6634033,1.5175521,0.3316298,1.5781602,1.4009355,0.9386301,1.3567171,1.9727153,1.1809558,1.0327753,1.0287713,1.0718005,0.9164021,0.3523432,0.8961707,0.58537817,1.940805,2.0931075,1.0809056,1.6555011,0.5753377,0.67107236,1.1566691,0.69830394,0.276534,0.48543617,1.6742446,0.32537475,0.91255313,1.6036608,1.0464468,0.7821715,1.8090814,0.25670952,0.95127165,0.59366,0.051928762,1.6396962,1.4330388,1.2835919,0.2627883,1.3197914,3.2626643,2.385887,0.47305617,0.8557291,0.27922627,0.86930436,0.06064653,1.475294,0.24412856,0.3526259,0.25292364,0.77750975,0.49356556,0.5611588,2.1477025,2.2104938,0.78308725,1.4326371,0.4955903,0.19742458,0.87954813,0.56537986,0.2922958,0.64594966,0.41097954,0.6850219,0.3970018,0.46323508,1.9745685,1.6129962,3.3935883,1.7547334,0.7115381,0.32904854,2.0847335,0.40399992,0.5666933,0.09307078,1.8197337,1.1007655,0.35695526,1.1033614,0.33050644,0.34820607,0.9203651,0.64254165,1.6119705,2.4156616,0.78753406,0.09881483,0.49784392,0.0,0.7020273,1.5822009,0.59304893,0.2198193,0.2556288,0.40659654,2.1295006,1.5989565,1.2156515,0.4379009,0.17567445,3.162886,1.1490145,0.28256202,1.6980321,0.3539228,0.497759,0.4634235,0.55397147,0.5115333,0.16016221,0.9697922,0.24543211,0.8101967,0.7155382,0.7504688,1.270658,2.4597466,0.99650383,0.6900294,0.1272352,0.93502206,0.49548933,0.5277983,0.960904,0.16309719,0.43381098,1.2486826,0.45818898,0.88062376,0.2176059,0.31462908,1.0282619,0.24051486,0.06539103,0.92919326,1.0052141,1.3792633,0.7948278,0.7526063,0.15569936,0.58997935,0.9945784,0.07922817,0.4222595,1.4993114,0.68143827,1.7456971,0.5179092,1.1024393,0.99896234,0.4190819,1.6040137,0.68263763,0.30161762,0.041561857,0.8793299,1.3531533,0.4433629,2.1860363,0.6022161
hidden_0_n121,0.70030534,0.989239,0.63818425,1.5195025,1.6377369,0.31877035,0.2568047,0.8667125,1.1245937,0.48832032,1.8817117,1.7834308,0.28585207,1.8533053,0.8551961,1.6842465,0.39439648,0.18140239,0.86769885,1.8562607,0.48553133,0.15041395,0.73004097,0.5433532,0.1032885,1.0018767,0.106267996,0.8652802,0.57753146,1.083451,1.4208413,1.6574088,0.15168564,1.6304983,0.6419013,0.077390306,0.826918,0.39439034,1.1277188,1.6949083,1.3489,1.5186111,0.56278944,0.6432815,1.1787564,0.90282154,0.49493605,0.5800172,0.9652252,1.1513429,0.20833094,0.2386959,0.39517993,2.6355853,0.32433298,1.8928243,3.9914913,1.0263884,0.6305481,0.662686,1.0105963,0.6017101,0.33681837,0.81215936,0.905437,0.55130816,1.6161989,0.62081444,0.5180819,1.98846,1.9644853,0.090648904,1.088095,0.17248933,0.8003788,1.1855772,1.1630083,0.07781794,1.0479105,0.3556476,0.3330509,0.1704227,1.165811,0.97334945,1.0780454,0.9173378,1.1633884,0.10545137,0.11385904,1.1066962,0.36151794,0.43875936,0.94390094,0.51928705,0.35327104,0.33424813,1.0568547,0.68853265,0.10533321,0.7651773,2.4756303,2.843377,0.5367773,0.27756226,1.4862471,0.5371898,0.42344883,1.3532844,0.45817992,1.5896733,1.0833201,0.34589592,1.6170807,1.2045583,0.2326368,1.2426742,1.3915099,1.4119562,1.9654078,2.0197284,1.2329155,0.0,4.138508,0.49161538,1.5054529,0.27396435,2.237794,0.47383112,1.1088494,0.6598446,0.6364163,1.1834397,1.1086195,1.6762805,0.89363873,0.8396679,0.45337114,0.20998105,0.4404892,0.94586945,0.117492035,1.2628468,0.7377349,0.9655843,0.117638946,0.862369,0.12590083,1.5696058,1.3312052,0.116112776,0.92575765,0.109296896,1.1562074,0.2179293,1.3386245,0.29782853,0.40817738,0.8002965,1.1537375,0.3979353,0.04713772,0.2764317,0.6267037,0.064954236,0.1031092,0.05396817,0.22422343,2.1910815,1.2933046,0.047064863,0.5045818,0.39121646,0.13633913,0.6983816,0.46544197,0.18779755,0.9016906,2.0682628,1.048747,0.36821112,1.2241504,1.6561289,0.011448662,0.31532165,0.5938274,0.43251845,0.93401057,0.29008627,0.98897403,0.5810078,0.9116755,0.62667716
hidden_0_n122,1.6962082,3.1477487,0.28337792,1.7166033,0.9875405,0.63161045,2.291914,1.5337244,0.8879693,0.30092943,0.741749,0.45766732,0.4030573,1.51291,0.36766425,0.47793242,0.6167757,1.3194326,1.0024226,0.30629227,1.2524348,0.74412006,6.149122,2.7570589,0.2785203,1.0306361,0.39587063,0.07272682,1.5376649,2.5249004,1.265504,2.377264,0.8597761,0.9441996,0.75719583,1.2900535,1.0179642,0.6883538,1.2408676,0.54350096,0.85626227,0.16206539,1.9708273,2.1872165,1.5089201,0.75853604,3.8831234,0.61150926,2.356408,0.18728478,0.5371972,0.7214774,1.0445546,1.471677,2.1518574,0.18439944,0.92033523,1.547262,1.7597665,3.203109,1.1987039,2.1255548,0.4640041,3.2104394,0.34602022,1.8666211,0.70959073,0.17902337,0.7127817,1.0017855,0.63982147,2.8074152,0.6126135,3.1601524,1.4763215,0.46377763,0.56564724,0.88263106,0.21119696,3.9865315,0.7627562,1.8826693,0.15333793,1.3067054,1.2645909,1.0314238,0.31286007,2.5646248,0.09748395,0.7386849,0.27706313,1.7969173,0.04287075,0.70621705,1.0394341,2.3125653,0.5889071,0.38078266,2.4952567,2.5223851,0.16011105,1.6998537,0.60040015,0.6388816,1.0318967,0.60591143,0.47872502,0.43330905,0.92443556,0.6158632,0.93311507,2.3939931,2.2484736,0.9751413,4.549052,0.54976153,0.30573812,0.27449808,0.909613,1.5346891,0.80761534,2.0300875,0.0,0.49599242,2.5907197,1.1608094,0.6717134,2.9057088,0.447843,0.6843058,0.350514,0.97854567,1.0230154,2.3651602,1.5301156,0.72970545,3.049767,1.293649,2.4632707,1.6468668,1.6438506,0.38035026,1.8238229,0.037297122,1.5096854,0.45579612,0.1120387,0.2138261,0.2933112,2.6093006,1.1922064,3.5078907,1.357928,1.7592971,0.07819052,1.2012953,0.71026117,1.5725647,0.40526485,0.8556694,1.8023434,0.8368736,0.51568264,0.9154961,2.2244866,2.8702042,2.1402862,1.3390297,0.57860756,3.0895,1.3037581,0.12010122,0.19448075,0.38879916,1.9320892,0.7115536,1.2806168,0.5279255,1.5788089,2.0294242,1.904476,0.55990875,2.092929,0.53352624,1.8726025,1.4494569,1.4207238,0.8909431,0.9889311,0.3989927,0.43273926,0.1543041
